14806485,2709374,7822819,7859439,14829380,10476211,3241543,7947176,747293,1324545,16666795,11833049,13708063,15246984,11529805,1359224,10527754,14838195,10429906,2976405,6249448,0.0
14806485,7370627,8742610,7237504,7742004,10476211,3241543,7947176,747293,1324545,16666795,11833049,13708063,15246984,4623810,974208,10527754,4198964,10429906,2976405,166047,0.0
14806485,13119330,6336829,6832849,13410248,10476211,3241543,7947176,747293,1324545,16666795,11833049,13708063,15246984,11529805,8072462,10527754,14838195,10429906,6797920,6249448,0.0
9636631,10387837,1045539,3308922,11663340,10476211,7945371,15743460,9634768,12309926,5603507,4165861,13708063,4463261,4623810,2989699,12373126,7122731,10429906,1490503,9390585,0.0
3675724,13207898,2982835,6827283,12009834,10476211,9292625,11368684,14643298,15960507,16666795,4165861,467287,4463261,4623810,2989699,11719605,1012195,10429906,2976405,9390585,0.0
3675724,11229966,1804959,2874876,16212949,10476211,7668038,2014368,7274525,12309926,16666795,4165861,13708063,4463261,11529805,2989699,6696425,14838195,10429906,2976405,6249448,0.0
12150172,6678585,9112330,10661656,355007,10476211,6005297,3982980,747293,11976629,5996395,11833049,13708063,15246984,4623810,9295297,4296064,1982364,10429906,2976405,166047,0.0
4496190,15009652,6076218,14388414,6055527,10476211,13393044,15743460,8643294,12309926,16666795,4165861,467287,4463261,4623810,2989699,10527754,9675690,10429906,2976405,9390585,0.0
11865704,14379745,6270204,15870621,5397835,10476211,9488500,15743460,2003580,12309926,5603507,4165861,13708063,4463261,4623810,2989699,4296064,6922424,10429906,3414749,9390585,0.0
5543966,14580424,7314265,9202744,5206310,10476211,8549461,9267699,747293,11976629,5603507,11833049,13708063,15246984,4623810,8072462,10527754,6885475,10429906,1728436,3519301,0.0
9813580,6520090,15054270,14614356,7610655,10476211,4542135,760251,4942034,12309926,16666795,4165861,13708063,15246984,4623810,8072462,16493076,13445707,10429906,3414749,9390585,0.0
9482573,13145509,15406652,13236998,11989814,10476211,11459021,3074022,9361042,15960507,16666795,4165861,13708063,4463261,4623810,2989699,8349301,9209209,10429906,1728436,9390585,0.0
14806485,8748865,11988725,6418287,10975144,10476211,3241543,7947176,747293,1324545,16666795,11833049,13708063,15246984,4623810,12934209,10527754,12166710,10429906,2976405,9390585,0.0
14806485,3287865,14095118,2304147,14964899,10476211,3241543,7947176,747293,1324545,16666795,11833049,13708063,15246984,4623810,1359224,10527754,16099457,10429906,1728436,9390585,0.0
9482573,12388894,9559890,12852996,14684256,10476211,12642750,13637794,15730709,12309926,16666795,4165861,13708063,4463261,11529805,2989699,8456698,14838195,10429906,2976405,6249448,0.0
12222926,1234163,1018505,1080377,14332013,10476211,7474184,13500223,770949,12309926,16666795,4165861,13708063,15246984,4623810,13891988,4296064,15743191,10429906,10595892,9390585,0.0
3675724,9099063,6270204,15870621,5397835,10476211,5059513,1072773,14643298,12309926,16666795,4165861,467287,4463261,4623810,2989699,4296064,6922424,10429906,3414749,9390585,0.0
14651622,11095871,4253190,13415090,9017017,10476211,6837487,13637794,2608980,15960507,5996395,4165861,13708063,4463261,11529805,2989699,689208,14838195,10429906,2976405,6249448,0.0
5543966,16739895,8547344,13311729,10344097,10476211,14740216,14909220,11453474,11976629,16496373,4165861,13708063,15246984,11529805,9295297,4296064,14838195,10429906,2976405,6249448,0.0
